Tree_representative	GenomeID	ContigID	ProteinID	gene_type	gene	start	end	strand	HMM_Annot_IDs	product_description	PlotLabel	fill	Cluster
WP_144076020.1	GCF_014207545.1	NZ_JACHGS010000011.1	WP_144076010.1	CDS	NA	133900	134454	+	NA	hypothetical protein	hypothetical protein	NA	8
WP_144076020.1	GCF_014207545.1	NZ_JACHGS010000011.1	WP_144076009.1	CDS	NA	134650	137058	+	PF02321	TolC family protein	PF02321	NA	8
WP_144076020.1	GCF_014207545.1	NZ_JACHGS010000011.1	WP_144076008.1	CDS	NA	137130	138236	+	PF16576	efflux RND transporter periplasmic adaptor subunit	PF16576	NA	8
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151659.1	CDS	NA	28879	30051	+	PF00155	PatB family C-S lyase	PF00155	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151662.1	CDS	NA	30127	32313	-	PF05970;PF14493	helix-turn-helix domain-containing protein	PF05970;PF14493	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	BILO145876EF_RS04470	CDS	NA	32349	32866	-	NA	nitroreductase family protein	nitroreductase family protein	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151665.1	CDS	NA	33037	34422	+	PF00817;PF11799;PF13438	Y-family DNA polymerase	PF00817;PF11799;PF13438	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_186292215.1	CDS	NA	34475	34933	+	PF00717	translesion error-prone DNA polymerase V autoproteolytic subunit	PF00717	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151668.1	CDS	NA	35084	36484	+	PF07992;PF22366	NAD(P)/FAD-dependent oxidoreductase	PF07992;PF22366	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151671.1	CDS	NA	36614	36946	-	PF07883	cupin domain-containing protein	PF07883	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151673.1	CDS	NA	37011	37559	-	PF00293	NUDIX hydrolase	PF00293	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_260849596.1	CDS	NA	37644	39077	-	PF00295;PF12708	glycoside hydrolase family 28 protein	PF00295;PF12708	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151676.1	CDS	NA	39334	39804	+	PF13185	GAF domain-containing protein	PF13185	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_260849597.1	CDS	NA	39809	40648	-	NA	alpha/beta hydrolase-fold protein	alpha/beta hydrolase-fold protein	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_118080839.1	CDS	NA	40910	41371	+	PF13911;K24130;TIGR03137;COG1225	AhpC/TSA antioxidant enzyme	PF00578	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_260849598.1	CDS	NA	41381	41908	+	PF01966	HD domain-containing protein	PF01966	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151736.1	CDS	NA	42002	42544	-	PF00484;COG0288;K20499	Carbonic anhydrase	PF00484	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151679.1	CDS	NA	42582	43304	-	PF02811;PF13263	phosphatase	PF02811;PF13263	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151682.1	CDS	NA	43417	43920	-	PF01035;PF02870	methylated-DNA--[protein]-cysteine S-methyltransferase	PF01035;PF02870	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_006847439.1	CDS	NA	44568	45230	-	PF18291	hypothetical protein	PF18291	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_186292217.1	CDS	NA	45378	47150	-	PF08011;PF09820	AAA family ATPase	PF08011;PF09820	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_118063806.1	CDS	NA	47323	47511	-	NA	hypothetical protein	hypothetical protein	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151688.1	CDS	NA	47688	53783	-	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151691.1	CDS	NA	53787	57005	-	NA	DruH3	DruH3	druantia_type_III	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151694.1	CDS	NA	57086	57334	-	NA	hypothetical protein	hypothetical protein	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151697.1	CDS	NA	57300	58328	-	PF06250;PF17761	PDC-S02	PDC-S02	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_186292216.1	CDS	NA	58347	58529	+	NA	hypothetical protein	hypothetical protein	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151703.1	CDS	carB	58742	61975	-	PF02142;PF02786;PF02787	carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit	carB	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151739.1	CDS	carA	62037	63113	-	PF00117;PF00988	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151706.1	CDS	NA	63189	65072	-	PF13522	amidophosphoribosyltransferase	PF13522	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151709.1	CDS	glmS	65193	67097	-	PF01380;PF13522	glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151712.1	CDS	NA	67146	67946	-	PF02563;PF06251;PF16339;K20988;TIGR03027;COG1596;PF02563;PF06251;PF16408;TIGR03027;COG1596;K20988;PF02563;PF06251;TIGR03027;COG1596;K20987;PF10913;TIGR03027;COG1596;K20987	putative polysaccharide export protein, PEP-CTERM sytem-associated	PF02563;PF10531	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151715.1	CDS	pyk	68065	69519	-	PF00224;PF02887	pyruvate kinase	pyk	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_228114265.1	CDS	NA	69778	70401	-	PF04011	LemA family protein	PF04011	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_144151718.1	CDS	NA	70469	71293	-	PF04536	TPM domain-containing protein	PF04536	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	BILO145876EF_RS04620	CDS	NA	71449	71745	+	NA	HU family DNA-binding protein	HU family DNA-binding protein	NA	13
WP_144151688.1	GCF_902167755.1	NZ_CABHNN010000079.1	WP_117692278.1	CDS	NA	72026	73597	+	PF10150	Rne/Rng family ribonuclease	PF10150	NA	13
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_025011011.1	CDS	sucD	45099	45971	-	PF00549;PF02629	succinate--CoA ligase subunit alpha	sucD	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_039032727.1	CDS	sucC	45971	47137	-	PF00549;PF08442	ADP-forming succinate--CoA ligase subunit beta	sucC	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_039032726.1	CDS	odhB	47215	48411	-	PF00198;K09699;TIGR01349;COG0508;PF00198;PF00364;K09699;TIGR01348;COG0508;PF00198;PF00364;TIGR02927;K09699;COG0508	2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase;pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase, long form	odhB	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_039032725.1	CDS	sucA	48442	51264	-	PF16078;COG0567;TIGR00239;PF16078;K00164;TIGR00239;COG0567	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes;2-oxoglutarate dehydrogenase, E1 component	sucA	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_039032724.1	CDS	NA	51459	52166	-	PF13085;PF13183	succinate dehydrogenase iron-sulfur subunit	PF13085;PF13183	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_071477404.1	CDS	sdhA	52179	53945	-	PF00890;PF02910	succinate dehydrogenase flavoprotein subunit	sdhA	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_039032721.1	CDS	sdhD	53946	54293	-	PF05328;K00242;TIGR02968;COG2142;PF05328;TIGR02968;COG2142;K00242	succinate dehydrogenase, hydrophobic membrane anchor protein	sdhD	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_025011017.1	CDS	sdhC	54287	54682	-	PF01127;TIGR02970;COG2009	succinate dehydrogenase, cytochrome b556 subunit	sdhC	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_039032720.1	CDS	NA	55095	56381	+	PF00285;TIGR01798;COG0372;K01659	citrate synthase I (hexameric type)	PF00285	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_039032719.1	CDS	NA	56796	58565	-	PF00999;PF02254	monovalent cation:proton antiporter-2 (CPA2) family protein	PF00999;PF02254	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_039032718.1	CDS	NA	59052	59549	+	PF04355	outer membrane protein assembly factor BamE	PF04355	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_039032717.1	CDS	NA	59633	59968	-	PF03658	RnfH family protein	PF03658	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361930.1	CDS	NA	59958	60395	-	PF03364	SRPBCC family protein	PF03364	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_025009743.1	CDS	smpB	60603	61088	+	PF01668	SsrA-binding protein SmpB	smpB	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	AYI96_RS15550	tmRNA	ssrA	61204	61558	+	NA	transfer-messenger RNA	ssrA	tmRNA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361931.1	CDS	NA	61761	62984	+	PF00589;PF13356;PF22022	integrase domain-containing protein	PF00589;PF13356;PF22022	integrase	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361932.1	CDS	NA	63089	64009	+	PF13737	IS5 family transposase	PF13737	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	AYI96_RS15565	CDS	NA	64054	64197	+	NA	IS256 family transposase	IS256 family transposase	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361933.1	CDS	NA	64369	70647	-	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361934.1	CDS	NA	70662	73976	-	NA	DruH3	DruH3	druantia_type_III	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361935.1	CDS	NA	74570	75478	-	PF04055	pVip	pVip	viperin_solo	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361936.1	CDS	NA	75543	76244	-	NA	hypothetical protein	hypothetical protein	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361937.1	CDS	NA	76235	76585	-	NA	hypothetical protein	hypothetical protein	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361938.1	CDS	NA	76582	77265	-	NA	hypothetical protein	hypothetical protein	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361939.1	CDS	NA	77348	78724	-	PF10117	RM_Type_IV__FAM_2	RM_Type_IV__FAM_2	RM_Type_IV	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_260853011.1	CDS	NA	78728	81205	-	PF07728	RM_Type_IV__FAM_1	RM_Type_IV__FAM_1	RM_Type_IV	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361940.1	CDS	NA	81257	82588	-	PF01420	Specificity_I	Specificity_I	RM_type_I	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361941.1	CDS	NA	82585	84309	-	PF02384;PF12161	MTase_I	MTase_I	RM_type_I	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361942.1	CDS	hsdR	84457	87993	-	PF00271;PF04313;PF04851;PF08463	REase_I	REase_I	RM_type_I	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361943.1	CDS	csm6	87993	89135	-	PF09623;TIGR02584;K19135;COG4006	CRISPR-associated protein NE0113 (Cas_NE0113)	csm6	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361944.1	CDS	NA	89283	89492	-	PF05930	helix-turn-helix transcriptional regulator	PF05930	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361945.1	CDS	radC	89638	90129	+	PF04002	RadC family protein	radC	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_025011895.1	CDS	NA	90122	90484	+	NA	hypothetical protein	hypothetical protein	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361946.1	CDS	NA	90558	90965	+	PF10980	DUF2787 family protein	PF10980	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_025888120.1	CDS	NA	91074	91634	+	PF00589	site-specific integrase	PF00589	integrase	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361947.1	CDS	NA	91705	92430	+	PF04970	lecithin retinol acyltransferase family protein	PF04970	NA	3
WP_144361933.1	GCF_007636515.1	NZ_LVDR01000015.1	WP_144361948.1	CDS	NA	92539	93204	-	PF11726	inovirus Gp2 family protein	PF11726	NA	3
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_023123783.1	CDS	NA	66921	67133	-	PF13443	helix-turn-helix transcriptional regulator	PF13443	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_003292744.1	CDS	NA	67281	67514	+	NA	hypothetical protein	hypothetical protein	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_144956918.1	CDS	NA	67507	68667	+	PF12167;K14059;TIGR01634;COG4385	phage tail protein, P2 protein I family	PF00589;PF12167;PF22022	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_144956921.1	CDS	NA	68679	68963	+	NA	hypothetical protein	hypothetical protein	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_260984983.1	CDS	NA	69102	70688	+	PF00158	sigma-54-dependent Fis family transcriptional regulator	PF00158	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_144956923.1	CDS	NA	70738	74118	+	PF00271;PF04313;PF04851;PF08463	REase_I	REase_I	RM_type_I	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_260984984.1	CDS	rmuC	74127	76250	+	PF02646;COG1322;PF14915;K24719	CCDC144C protein coiled-coil region;DNA anti-recombination protein (rearrangement mutator) RmuC	rmuC	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_144956926.1	CDS	NA	76250	77854	+	PF02384;PF12161	MTase_I	MTase_I	RM_type_I	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_186381154.1	CDS	NA	77851	78960	+	PF01420	Specificity_I	Specificity_I	RM_type_I	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_186381155.1	CDS	NA	78975	79121	+	NA	hypothetical protein	hypothetical protein	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_144956929.1	CDS	NA	79172	82102	+	PF00580;PF01396;PF13361	UvrD-helicase domain-containing protein	PF00580;PF01396;PF13361	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_144956932.1	CDS	NA	82132	83928	+	PF03235	DUF262 domain-containing protein	PF03235	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_144956935.1	CDS	NA	84038	87373	+	NA	DruH3	DruH3	druantia_type_III	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_144956938.1	CDS	NA	87366	93704	+	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	FS730_RS16920	tRNA	NA	94009	94085	-	NA	tRNA-Arg	tRNA	tRNA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_144956941.1	CDS	gabD	94531	95979	+	PF00171	NADP-dependent succinate-semialdehyde dehydrogenase	gabD	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_027600147.1	CDS	gabT	96204	97484	+	PF00202	4-aminobutyrate--2-oxoglutarate transaminase	gabT	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_144956944.1	CDS	NA	97598	98794	+	PF00072;PF08668	HDOD domain-containing protein	PF00072;PF08668	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_144956947.1	CDS	NA	98791	100341	-	PF00015	methyl-accepting chemotaxis protein	PF00015	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_144956950.1	CDS	NA	100484	101452	-	PF00005;PF12857	sulfate/molybdate ABC transporter ATP-binding protein	PF00005;PF12857	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_027600151.1	CDS	cysW	101459	102325	-	PF00528	sulfate ABC transporter permease subunit CysW	cysW	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_027600152.1	CDS	cysT	102336	103148	-	PF00528	sulfate ABC transporter permease subunit CysT	cysT	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_027600874.1	CDS	NA	103255	104256	-	PF13531;K02048;TIGR00971;COG1613	sulfate/thiosulfate-binding protein	PF13531	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_144956954.1	CDS	oscA	104334	104519	-	PF10055;COG5583	Uncharacterized small protein (DUF2292)	oscA	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_027600155.1	CDS	desA	104770	105963	+	PF00487;PF01610	delta-9 fatty acid desaturase DesA	desA	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_027600873.1	CDS	NA	106077	107054	+	PF00990;PF08447	sensor domain-containing diguanylate cyclase	PF00990;PF08447	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_027600872.1	CDS	NA	107831	109207	+	PF03573;K18093;PF03573;K21758	outer membrane porin, OprD family	PF03573	plasmid	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_027600871.1	CDS	aguA	109268	110365	-	PF04371	agmatine deiminase	aguA	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_007160769.1	CDS	NA	110507	111883	-	PF00120	glutamine synthetase family protein	PF00120	NA	2
WP_144956938.1	GCF_007680465.1	NZ_VEIK01000006.1	WP_027600159.1	CDS	NA	112290	113039	+	PF07722;K09473	Peptidase C26	PF07722	NA	2
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878160.1	CDS	trxC	41772	42218	-	PF10122;K03672;TIGR01206;COG1996	lysine biosynthesis protein LysW	trxC	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878161.1	CDS	NA	42506	44161	-	PF02310;PF04055;PF13311	B12-binding domain-containing radical SAM protein	PF02310;PF04055;PF13311	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878162.1	CDS	NA	44418	45359	-	PF02810;PF06685	DUF1186 domain-containing protein	PF02810;PF06685	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878163.1	CDS	NA	45893	46606	-	K16869;COG0321;TIGR00214	Lipoate-protein ligase B	PF21948	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	ESZ39_RS02205	CDS	NA	46811	47020	-	NA	NYN domain-containing protein	NYN domain-containing protein	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878164.1	CDS	NA	47115	47597	-	PF03942;K05812;COG3148	DTW domain	PF03942	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878165.1	CDS	NA	48317	50230	+	PF00271;PF04851	DEAD/DEAH box helicase	PF00271;PF04851	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878166.1	CDS	NA	50893	51915	-	NA	hypothetical protein	hypothetical protein	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878167.1	CDS	NA	51919	52701	-	NA	ZorB	ZorB	zorya_other	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878168.1	CDS	NA	52698	54875	-	NA	ZorA	ZorA	zorya_other	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878169.1	CDS	NA	54892	56304	-	NA	ZorC	ZorC	zorya_other	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878170.1	CDS	NA	56294	56950	-	PF00691	ZorB	ZorB	zorya_other	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878171.1	CDS	NA	56950	59751	-	NA	ZorA	ZorA	zorya_other	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878172.1	CDS	NA	59755	60135	-	NA	hypothetical protein	hypothetical protein	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878173.1	CDS	NA	60264	66545	-	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878174.1	CDS	NA	66558	69842	-	NA	DruH3	DruH3	druantia_type_III	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878175.1	CDS	NA	70332	70895	-	PF13671	AAA family ATPase	PF13671	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878176.1	CDS	NA	70849	72183	-	PF10117;COG4268;K19147	RM_Type_IV__FAM_2	RM_Type_IV__FAM_2	RM_Type_IV	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878177.1	CDS	NA	72183	74855	-	PF01878;COG2947	RM_Type_IV__FAM_1	RM_Type_IV__FAM_1	RM_Type_IV	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878178.1	CDS	NA	74859	76130	-	NA	hypothetical protein	hypothetical protein	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878179.1	CDS	NA	76179	79166	-	PF00580;PF13361	UvrD-helicase domain-containing protein	PF00580;PF13361	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878180.1	CDS	NA	79207	80187	-	PF00313	cold shock domain-containing protein	PF00313	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878181.1	CDS	NA	80187	81794	-	PF01420	Specificity_I	Specificity_I	RM_type_I	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878182.1	CDS	NA	81794	83413	-	PF02384;PF12161	MTase_I	MTase_I	RM_type_I	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878183.1	CDS	hsdR	83683	87237	-	PF00271;PF04851;PF08463	REase_I	REase_I	RM_type_I	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878184.1	CDS	NA	87322	88821	-	PF00158;PF02954	sigma-54 interaction domain-containing protein	PF00158;PF02954	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_146878204.1	CDS	NA	89014	89355	+	PF11149	DUF2924 domain-containing protein	PF11149	NA	4
WP_146878173.1	GCF_007954265.1	NZ_VOLS01000004.1	WP_223270202.1	CDS	NA	89365	89532	+	NA	recombinase family protein	recombinase family protein	integrase	4
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180515.1	CDS	NA	1	924	-	NA	hypothetical protein	hypothetical protein	NA	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180516.1	CDS	NA	932	1318	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180517.1	CDS	NA	1498	3483	-	PF07693	PDC-S49	PDC-S49	NA	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	RNA01_RS24045	CDS	dnaE2	3683	4027	-	NA	error-prone DNA polymerase	dnaE2	NA	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180518.1	CDS	NA	4199	4456	-	NA	hypothetical protein	hypothetical protein	NA	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180519.1	CDS	NA	4588	4842	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	RNA01_RS24050	CDS	NA	4918	5181	+	NA	SOS response-associated peptidase	SOS response-associated peptidase	NA	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180520.1	CDS	NA	5199	5825	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180521.1	CDS	NA	5822	6511	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180522.1	CDS	NA	6523	8436	-	PF00004;PF01434	AAA family ATPase	PF00004;PF01434	NA	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180523.1	CDS	NA	8491	9105	-	NA	hypothetical protein	hypothetical protein	NA	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_210245755.1	CDS	NA	9489	12827	+	NA	DruH3	DruH3	druantia_type_III	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180525.1	CDS	NA	12824	18940	+	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180526.1	CDS	NA	19024	19599	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180527.1	CDS	NA	19601	20644	-	PF01734	Effector	Effector	cbass_type_I	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180528.1	CDS	NA	21098	22351	-	PF18144	Cyclase	Cyclase	cbass_type_I	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180529.1	CDS	NA	22540	22866	+	PF01381	capH	capH	cbass_type_I	14
WP_147180525.1	GCF_007992095.1	NZ_BJZP01000011.1	WP_147180639.1	CDS	NA	22908	23771	+	NA	capP	capP	cbass_type_I	14
